Date,Forecasted Sales,Reorder Needed
2018-03-01,44331.49,False
2018-04-01,44331.48999999999,False
2018-05-01,94607.54000000001,True
2018-06-01,92032.95,True
2018-07-01,44331.490000000005,False
2018-08-01,92565.11,True
